id,afraid,angry,delighted,disgusted,happy,joyful,nervous,prideful,sad,scared,surprised,threatened,image_url
2404595714,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404595832,Not at All,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596103,A Little,Not at All,Moderately,Not at All,A Little,A Little,A Little,Not at All,Not at All,A Little,A Little,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596188,Not at All,Not at All,Not at All,Not at All,Moderately,Moderately,Not at All,Quite a Bit,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596326,A Little,Not at All,A Little,Not at All,A Little,A Little,Not at All,A Little,Not at All,A Little,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596392,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596552,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404596612,Not at All,Not at All,Moderately,A Little,Moderately,Moderately,A Little,Not at All,Not at All,A Little,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404597689,Not at All,Not at All,Not at All,Not at All,A Little,A Little,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404598761,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Quite a Bit,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404598906,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404599669,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404618612,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404629054,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d3.png
2404594545,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404594847,Moderately,A Little,A Little,Moderately,Moderately,Moderately,Moderately,Quite a Bit,Moderately,Quite a Bit,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404594902,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404594971,Not at All,Not at All,Not at All,Not at All,Moderately,Moderately,A Little,Moderately,A Little,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595005,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Extremely,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595073,Not at All,A Little,Not at All,A Little,Not at All,Not at All,Moderately,Not at All,Not at All,A Little,A Little,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595196,Not at All,Not at All,Not at All,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595216,Not at All,Not at All,Not at All,Moderately,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595430,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595509,Moderately,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Quite a Bit,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404595575,Not at All,Not at All,Moderately,Not at All,Extremely,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404596137,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404596167,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404596214,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404596260,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404597221,Not at All,Not at All,Not at All,Not at All,Moderately,A Little,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404597346,Not at All,Not at All,Moderately,Not at All,Moderately,A Little,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404599033,A Little,A Little,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,A Little,Not at All,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404602752,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404617556,A Little,Moderately,Not at All,Moderately,Not at All,Not at All,A Little,Not at All,Moderately,Not at All,A Little,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_d4.png
2404594958,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595323,Not at All,Not at All,Quite a Bit,Not at All,Moderately,Quite a Bit,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595536,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595568,Quite a Bit,Quite a Bit,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,A Little,A Little,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595656,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595705,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,Extremely,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595717,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Extremely,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404595840,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596101,Not at All,Not at All,Extremely,Not at All,Extremely,Quite a Bit,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596189,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596324,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596416,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596546,Not at All,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404596620,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404597691,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404598758,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404598901,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404599672,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404618618,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404629055,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e1.jpg
2404592229,Not at All,Not at All,Not at All,Not at All,Moderately,A Little,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592282,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592352,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592575,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592580,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592822,Not at All,Not at All,Not at All,Moderately,A Little,Moderately,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404592888,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594171,Not at All,Not at All,Moderately,Not at All,Moderately,Quite a Bit,Not at All,Quite a Bit,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594212,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Moderately,Not at All,A Little,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594313,Not at All,Not at All,Moderately,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594319,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594934,Not at All,Not at All,Not at All,Not at All,Moderately,Moderately,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594947,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404595119,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404596177,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404596376,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404598994,Not at All,Not at All,A Little,Not at All,Moderately,Not at All,Not at All,Moderately,A Little,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404606841,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404617784,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404618512,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e2.jpg
2404594542,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404594849,Quite a Bit,A Little,Moderately,Moderately,Moderately,Moderately,Moderately,A Little,Moderately,Quite a Bit,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404594904,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404594969,Not at All,Not at All,A Little,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404594995,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,Extremely,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595081,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595198,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Quite a Bit,Moderately,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595219,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595425,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595506,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404595566,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404596134,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404596170,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404596213,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404596263,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404597217,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404597345,Moderately,Moderately,A Little,Not at All,Not at All,Moderately,A Little,Moderately,Moderately,Moderately,A Little,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404599036,Not at All,Not at All,Quite a Bit,Moderately,Moderately,Not at All,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404602744,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404617541,Not at All,Not at All,A Little,Not at All,Moderately,Moderately,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e3.png
2404593750,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404593809,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404593930,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404594169,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404594288,Moderately,Quite a Bit,Moderately,Moderately,Moderately,Quite a Bit,Quite a Bit,Moderately,A Little,Moderately,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404594474,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404594623,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404594689,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404595429,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404595561,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404596081,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404596196,Not at All,A Little,A Little,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,A Little,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404597371,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404597894,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404598701,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404598932,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404603010,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404605219,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404616774,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404617682,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,Moderately,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_e4.png
2404593091,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593406,Not at All,Not at All,Moderately,Not at All,Extremely,Quite a Bit,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593414,Not at All,Not at All,Quite a Bit,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593511,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Extremely,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593739,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Moderately,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593814,Not at All,Not at All,Moderately,Not at All,Moderately,Quite a Bit,A Little,Quite a Bit,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404593916,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404594113,Not at All,Not at All,Quite a Bit,Not at All,Extremely,Extremely,Not at All,Extremely,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404594293,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Quite a Bit,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404594314,Not at All,Not at All,Quite a Bit,Not at All,Extremely,Extremely,Not at All,Moderately,A Little,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404594575,Not at All,Not at All,Extremely,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404595011,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404595457,Not at All,Not at All,Moderately,Not at All,Quite a Bit,Quite a Bit,Not at All,Moderately,Not at All,Not at All,Extremely,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404595552,Not at All,Not at All,Quite a Bit,Not at All,Extremely,Extremely,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404596307,Not at All,Not at All,Extremely,Not at All,Quite a Bit,Moderately,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404596797,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404597437,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Quite a Bit,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404598494,Not at All,Not at All,Quite a Bit,Not at All,Extremely,Extremely,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404612476,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404614655,Not at All,Not at All,Moderately,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f1.jpg
2404592230,Not at All,Not at All,Not at All,Moderately,Moderately,A Little,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404592268,Not at All,Not at All,Extremely,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404592342,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
